club,handle,status,post_date,post_timestamp,likes,comments,reposts,collaborators,collab_count,caption,severity,post_url,,,,,,,,,,,,
Poetry Slam,cuslampoetry,ok,2024-11-11,2024-11-11T21:55:43+00:00,9,0,0,cuslampoetry,1,"Spoken words?! 👏Join us for a workshop celebrating the power of voice, rhythm, and raw expression this Tuesday, November 12th at 9pm in 318 Hamilton!!! No comments yet. Start the conversation. 9 November 11, 2024 More posts from cuslampoetry Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English E",0,https://www.instagram.com/p/DCPzdCkp8gZ/
Proud Colors,cuproudcolors,ok,2025-09-23,2025-09-23T15:47:02+00:00,8,0,0,cuproudcolors,1,"Come out tonight for Proud Colors Trivia Night!!! No comments yet. Start the conversation. 8 September 23, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어",0,https://www.instagram.com/p/DO80dMhji8z/
Proud Colors,cuproudcolors,ok,2024-02-20,2024-02-20T18:03:50+00:00,11,0,0,"cuproudcolors, Schapiro, Hall",3,"Join us tonight for BHM Jeopardy! 9pm in the SDL, hope yo see you there! No comments yet. Start the conversation. 11 February 20, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עב",0,https://www.instagram.com/p/C3lCQ1zOszM/
Proud Colors,cuproudcolors,ok,2024-04-21,2024-04-21T22:29:52+00:00,16,0,0,cuproudcolors,1,"Dirty Thirty! No comments yet. Start the conversation. 16 April 21, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands Polski",0,https://www.instagram.com/p/C6ClMqJOw1d/
Proud Colors,cuproudcolors,ok,2024-04-24,2024-04-24T07:23:04+00:00,11,0,0,cuproudcolors,1,"WE NEED A RESET!  LETS DO PCP DIANA EVENT OVAL , 8PM (WERE STARTING ON TIME) FUMO, got FOMO? Pull up!  THEME IS THE WIZ! Zines!!!! No comments yet. Start the conversation. 11 April 24, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español",0,https://www.instagram.com/p/C6IrzslOc9t/
Proud Colors,cuproudcolors,ok,2025-04-21,2025-04-21T03:46:06+00:00,49,6,0,"columbiabso, cuproudcolors, Edited",3,"Join @columbiabso and @cuproudcolors as we learn the elements of vouging with the legendary @nyomistewart ! April 26th 8pm in the Lerner Broadway room!💃🏾🕺🏼👯 khou_20   50w yes Ms. Nyomi 1 like Reply View all 1 replies esreineofficial   50w @nyomistewart we’re all so excited 💓💓💓 1 like Reply esreineofficial   50w can’t wait 💓💓 1 like Reply View all 1 replies solomonaka3ze   50w 🔥🔥 1 like Reply 49 6 April 20, 2025 More posts f",0,https://www.instagram.com/p/DIsYp8POeEf/
Proud Colors,cuproudcolors,ok,2025-03-31,2025-03-31T02:57:57+00:00,12,1,0,cuproudcolors,1,"We’re baaacckk!! 🥳Come join us this Tuesday at 9pm in the SDL as we celebrate our return for the spring semester! 🌷Make sure to bring some Tupperware too🍽️ because we’re serving up Charles Pan Fried Chicken to commemorate our return😘🍗 esreineofficial   53w OMGGGG so excited !! Reply 12 1 March 30, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploadin",0,https://www.instagram.com/p/DH2QiOnu64F/
Proud Colors,cuproudcolors,ok,2024-01-24,2024-01-24T01:54:28+00:00,12,0,0,cuproudcolors,1,"Guess who's black in the house!? Not that we're a black org or anything...Join us for a semester full of fun and all kinds of shenanigans! TUESDAYS @9 in the SDL pull up! We would love to see u there! No comments yet. Start the conversation. 12 January 23, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrik",0,https://www.instagram.com/p/C2dx3Z-O6mj/
Proud Colors,cuproudcolors,ok,2023-12-05,2023-12-05T07:16:17+00:00,19,0,0,"musehouse.cu, cublackmecca, cuproudcolors",3,"CALLING ALL BARBZ CALLING ALL BARBZ... • • • Oh yall ain't know we was in GAG City Chile? Join @musehouse.cu @cublackres and us for Nicki Night!  A PINK FRIDAY 2 listening party! This Thursday Dec 7th @10:45 in the River Hall basement! We'll snacks and drinks PINK ATTIRE IS EXTREMELY ENCOURAGED 💕 🦄 No comments yet. Start the conversation. 19 December 5, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Con",0,https://www.instagram.com/p/C0dm8pxuPMQ/
Proud Colors,cuproudcolors,ok,2024-10-29,2024-10-29T19:43:46+00:00,10,0,0,cuproudcolors,1,"HAPPY HALLOWEEN! We’ll be meeting in the SDL (first floor of Schapiro) at 9PM TONIGHT to watch Jordan Peele’s “Nope”. Pull up for black horror, pizza, and snacks!! 🎃 👽🍕 No comments yet. Start the conversation. 10 October 29, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsc",0,https://www.instagram.com/p/DBuGBKayyed/
Proud Colors,cuproudcolors,ok,2024-04-22,2024-04-22T03:27:00+00:00,14,0,0,cuproudcolors,1,"M Y  P C P  I N  B I O  The Proud Colors Prom will be this Thursday April 25th at 8pm in the Diana Event Oval! All QTPOC + allies are welcome to join as we celebrate our 30th year anniversary No comments yet. Start the conversation. 14 April 21, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربي",0,https://www.instagram.com/p/C6DHM6Juur7/
Proud Colors,cuproudcolors,ok,2024-10-08,2024-10-08T16:43:43+00:00,18,0,0,cuproudcolors,1,"Join us tonight as we give you the tea on surviving Columbia while queer! Bring your pen and paper because you’re gonna want to look back on these survival guide style tips!📖📝🧐 No comments yet. Start the conversation. 18 October 8, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk",0,https://www.instagram.com/p/DA3suGPucTn/
Proud Colors,cuproudcolors,ok,2024-04-03,2024-04-03T23:07:50+00:00,14,0,0,cuproudcolors,1,"Interested in performing at PCP!?? Let us know ASAP. Link in bio No comments yet. Start the conversation. 14 April 3, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Itali",0,https://www.instagram.com/p/C5UTPCkur6o/
Proud Colors,cuproudcolors,ok,,,,,,,0,"cuproudcolors Follow Join us for our annual lesbian meeting with @lionlez All are awesome, and we'll have snacks! 2/6 @9pm in the SDL. Hope to see you there! … more lionlez 19 stephtravels_nyc Follow i need the real new yorkers to weigh in … more valtis · Snow Rally 5 people 80.2K 329 652 cuproudcolors Follow Join us for our annual lesbian meeting with @lionlez All are awesome, and we'll have snacks! 2/6 @9pm in the SDL. Hope to see you there! lionlez 19 sierraskyfisher Follow stream “GIVING TRE",3,https://www.instagram.com/reel/C2-dKt6uEXb/
Proud Colors,cuproudcolors,ok,,,,,,"roomtemperaturecomedy, We, bout, to, eat, good, one, day, more, Original, audio, connor.creator, then, you, REALLY, need, lock, in",18,"1,419 63K criminalcoldfiles Follow On July 16, 2022, Ukrainian professional skydiver and BASE jumper Maxim Slobodian, known online as “Maximignite,” lost his life during a wingsuit jump from the Sputnik launch site above Lake Walenstadt in Switzerland. Slobodian was a highly exper",0,https://www.instagram.com/reel/BwPomNZFWlw/
Proud Colors,cuproudcolors,ok,2023-11-14,2023-11-14T21:50:40+00:00,19,0,0,"columbiaoma, columbiabso, barnardboss, cugenderev, qhousecu, cuproudcolors",6,"WE HAVE A PLETHORA OF EVENTS LINED UP FOR TRANS AWARENESS WEEK! link in bio to RSVP for the vogue workshop. Dinner tonight! No comments yet. Start the conversation. 19 November 14, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština",0,https://www.instagram.com/p/CzpGUc4OHkw/
Proud Colors,cuproudcolors,ok,2024-11-11,2024-11-11T03:29:16+00:00,12,0,0,cuproudcolors,1,"Join us this Tuesday as we provide a safe and open environment to discuss the recent Presidential Election and what we can do as a community to keep resisting while honoring our own humanity✊🏽🗳️ No comments yet. Start the conversation. 12 November 10, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans ا",0,https://www.instagram.com/p/DCN01FduAUX/
Proud Colors,cuproudcolors,ok,2025-03-11,2025-03-11T23:53:13+00:00,92,6,0,cuproudcolors,1,"We will maintain our position as a hopeful beacon of life for our community. yannahpeeps2002   56w 🫶🏽 Reply anesiiiii   56w 🖤🖤🖤 Reply esreineofficial   56w ♥️♥️ Reply quiyaharris   56w 🫶🏾🫶🏾🫶🏾 Reply charlenealaro   56w . Reply khou_20   56w 🫶🏾 Reply 92 6 March 11, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English",0,https://www.instagram.com/p/DHFASm9OwWM/
Proud Colors,cuproudcolors,ok,,,,,,,0,"freewillabusee Follow the fact i got this on camera aswel freewillabusee · Original audio 23.2K 57 91 actuallylikethat Follow Tiger Woods (born December 30, 1975) is an American professional golfer widely regarded as one of the greatest athletes in history. … more Devstacks · wtf u tryna say? 61.6K 122 1,127 marisonechko Follow Core childhood memory from #ukraine. Tell me if you did that and I’m not alone 😅 … more marisonechko · Original audio marisonechko · Original audio washingtonianprobs 33.",0,https://www.instagram.com/reel/B265LD_FFA2/
Proud Colors,cuproudcolors,ok,,,,,,"ashleymarkleeats, this, birthday, cake, loaded, milkshake, was, the, perfect, little, pick, me, up, before, dinner, sprinkles, drink, recipe, joinechopartner, more, Original, audio, mandyretsuko, Like, what, happened, omg, tokyoaquariumtf",28,43.8K 207K savycowgirl Follow She was a fairy 🧚‍♀️ ✨ #Savycowgirl #cowgirl #barrelracer #horses #rodeo … more savycowgirl · Original,0,https://www.instagram.com/reel/B2NaLmtlavR/
Proud Colors,cuproudcolors,ok,2024-04-03,2024-04-03T23:09:15+00:00,15,0,0,cuproudcolors,1,"Proud Colors is looking for submissions to our Anniversary Zine! Submit!!! LINK IN BIO No comments yet. Start the conversation. 15 April 3, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית",0,https://www.instagram.com/p/C5UTZTluL_P/
Proud Colors,cuproudcolors,ok,,,,,,"cuproudcolors, Join, us, tmrw, in, the, SDL, for, video, game, night, well, have, switch, wii, other, games, And, snacks, Hope, to, see, you, there, more, gibby.the.girl.cat, One, hell, of, bubble, bath, catsofinstagram, catvideos, orangecatbehavior, Original, audio",36,"2,401 5,336 cuproudcolors Follow Join us tmrw in the SDL for video game night! @9pm well have switch, wii and other video games! And snacks! Hope to see you there :) … more 8 kinziemillard",0,https://www.instagram.com/reel/C2tIiSVOWcF/
Proud Colors,cuproudcolors,ok,,,,,,"cuproudcolors, hope, senpai, will, notice, me, at, the, maid, more, columbia_qna, gibby.the.girl.cat, One, hell, of, bubble, bath, catsofinstagram, catvideos, orangecatbehavior, Original, audio",22,"2,401 5,336 cuproudcolors Follow I hope senpai will notice me at the maid café... … more columbia_qna 21 ekaterina_redchenko Follow does anyone know why doors are like this here? … more ekaterina_redchenko · Original audio ekaterina_redchenko · Original audi",0,https://www.instagram.com/reel/C3KomOcuNtE/
Proud Colors,cuproudcolors,ok,2024-04-21,2024-04-21T22:44:57+00:00,14,0,0,cuproudcolors,1,"LETS DO PCP!  Proud Colors will be hosting our first ever Proud Colors Prom in celebration of our 30th year anniversary! Sign up for tickets using qr code and link in bio! No comments yet. Start the conversation. 14 April 21, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deut",0,https://www.instagram.com/p/C6Cm7ITOjhX/
Proud Colors,cuproudcolors,ok,2025-04-15,2025-04-15T01:37:12+00:00,9,0,0,cuproudcolors,1,"Come join us tomorrow night😍as we Kiki over some Ethiopian cuisine from Massawa🍽️! We’ll be meeting at Q House (546 W 114th St) this week!🏡🏳️‍🌈🏳️‍⚧️ No comments yet. Start the conversation. 9 April 14, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English Engl",0,https://www.instagram.com/p/DIcvN6aONqf/
Proud Colors,cuproudcolors,ok,2024-11-17,2024-11-17T23:18:49+00:00,9,0,0,cuproudcolors,1,"Join us this Tuesday at 9pm for a vogue-themed watch party of “Legendary”! Pull up for drinks, snacks, and a celebration of queer ballroom culture. No comments yet. Start the conversation. 9 November 17, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English En",0,https://www.instagram.com/p/DCfZu3xOvxQ/
Proud Colors,cuproudcolors,ok,,,,,,,0,"cuproudcolors Follow The annual tradition is back! Come eat (for FREE) and hang out on Sunday, February 25th in Lerner 505 6pm. We will be getting reperati- I mean food…we will be getting FOOD from Dinosaur BBQ. Hope to see you there! … more columbiaqueeralliance 14 sofiasolimando Follow How does she do it … more Reba McEntire · I'm A Survivor 180K 627 4,072 cuproudcolors Follow The annual tradition is back! Come eat (for FREE) and hang out on Sunday, February 25th in Lerner 505 6pm. We will be ",0,https://www.instagram.com/reel/C3WNI8bOT8Y/
Proud Colors,cuproudcolors,ok,2024-12-09,2024-12-09T01:01:24+00:00,7,0,0,cuproudcolors,1,"Join us this Tuesday as we take a break from finals to sip on some warm cocoa and kiki!☕️Don’t let stressing over reading week distract you from the chill and cozy vibes we’re bringing this week😘☃️ No comments yet. Start the conversation. 7 December 8, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans",0,https://www.instagram.com/p/DDVqKnGOLqw/
Proud Colors,cuproudcolors,ok,2024-03-05,2024-03-05T21:13:12+00:00,12,0,0,cuproudcolors,1,"Join us tonight as we discuss dating while QTPOC at Columbia. We'll have snacks and good vibes!!! Bring all your situationships, it'll be a ki! 9pm in tbe SDL. Hope to see you there! No comments yet. Start the conversation. 12 March 5, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština",0,https://www.instagram.com/p/C4JbEEduc0O/
Proud Colors,cuproudcolors,ok,2023-11-08,2023-11-08T15:22:34+00:00,51,1,0,"barnardboss, cugenderev, cuproudcolors, Satow, Conference, Room, Lerner, Hall",8,"Proud Colors is hosting a ""House Dinner"" in honor of TAW in the Lerner Satow Room on Tuesday November 14th from 6-8pm. We hope to prioritize the voices and space for TQBIPOC to share art, poetry, and resources with the goal of community building and awareness of TQ issues as a whole. An RSVP would be appreciated for budgeting and signups. (Link in bio) This event is hosted in Collaboration with G",0,https://www.instagram.com/p/CzY9IrLOxrM/
Proud Colors,cuproudcolors,ok,2023-12-05,2023-12-05T07:06:30+00:00,10,0,0,"cuproudcolors, Schapiro, Hall",3,"Join us for our Final Meeting of the semester as we begin to wrap up year. We will also be watching Elf! Tonight 12/5 @9pm. We'll have snacks! Hope to see you there! No comments yet. Start the conversation. 10 December 5, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština",0,https://www.instagram.com/p/C0dl1AlOGlJ/
Proud Colors,cuproudcolors,ok,2023-12-11,2023-12-11T20:49:13+00:00,23,0,0,cuproudcolors,1,"Pull up to our last event of the year! QTPOC COCOA! a study break during finals season. Congrats on making it through classes! Hope to see you there. No comments yet. Start the conversation. 23 December 11, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά Englis",0,https://www.instagram.com/p/C0ugv8qu3Hv/
Proud Colors,cuproudcolors,ok,2024-10-01,2024-10-01T00:45:20+00:00,27,0,0,"cuproudcolors, Schapiro, Hall",3,"BOO QUEERS! 👻 Did we scare ya? 👀 Come on down to Proud Colors tomorrow at 9 as we decompress, hang out, and discuss some of our fav queer horror icons!😱😘 Queers beware, ur in for a scare 🧛🏾 No comments yet. Start the conversation. 27 September 30, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English A",0,https://www.instagram.com/p/DAj9eijuowL/
Proud Colors,cuproudcolors,ok,2023-11-23,2023-11-23T22:40:53+00:00,7,1,0,"cuproudcolors, Edited",2,"It's Turkey Day 🦃  ° ° ° ° Have a good one everybody. Don't be scared to scream gay rights at the dinner table...Slip a #FreePalestine in there while you're at it columbiabso   124w Happy Thanksgiving back to you all❤️ Reply 7 1 November 23, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans ا",5,https://www.instagram.com/p/C0AW63suyBV/
Proud Colors,cuproudcolors,ok,2023-10-09,2023-10-09T14:19:07+00:00,37,0,0,"cuproudcolors, Columbia, University",3,"Happy indigenous Peoples Day from Proud Colors! ° ° ° °  #f$&kChristopherColumbus No comments yet. Start the conversation. 37 October 9, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suom",0,https://www.instagram.com/p/CyLmBvDOPfL/
Proud Colors,cuproudcolors,ok,2025-09-05,2025-09-05T03:03:54+00:00,19,1,0,cuproudcolors,1,"We’re Back!!!!!? Join us for a semester full of love, fun, and community! We’ll be meeting weekly TUESDAYS @9pm in the SDL pull up! First meeting next week 9/9, See you there!!! khou_20   31w 🫶🏽 Reply 19 1 September 4, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελλη",0,https://www.instagram.com/p/DONG0HUDkG8/
Proud Colors,cuproudcolors,ok,2023-11-13,2023-11-13T00:46:38+00:00,52,0,0,"columbiabso, cuproudcolors, Lerner, Hall, Edited",5,"Additionally, on Sunday November 19th, Proud Colors and the BSO will be hosting a TAW Vouge / Ballroom Workshop. 8pm in Lerner Hall Broadway Room Led by upcoming Ballroom superstar Nyomi Stewart (she/her). More details on the room and time are to come soon. RSVP/ Sign Ups would also be appreciated for capacity reasons. (Link in bio) No comments yet. Start the conversation. 52 November 8, 2023 More posts from cuproudcolors",0,https://www.instagram.com/p/CzY9Y3LutRm/
Proud Colors,cuproudcolors,ok,2025-04-21,2025-04-21T03:39:43+00:00,28,1,0,"cublacktheatre, cuproudcolors, Edited",3,"WAIT! You don’t wanna miss this deadly collab💀Join @cublacktheatre & @cuproudcolors on Thursday, April 24th at 5:50pm as we travel to broadway for a performance of, Death Becomes Her.🧪🔮 esreineofficial   50w oh my goodness! Reply 28 1 April 20, 2025 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Me",0,https://www.instagram.com/p/DIsZ7djuT2V/
Proud Colors,cuproudcolors,ok,2023-10-08,2023-10-08T17:00:27+00:00,31,0,0,"cuproudcolors, Schapiro, Hall",3,"Happy Latine Heritage Month from Proud Colors! Join us this Tuesday as we have a Latinx Trivia Night! Word on the calle is there are sweet treats for the winners 😉  @9m in the SDL. see u there! No comments yet. Start the conversation. 31 October 8, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English",0,https://www.instagram.com/p/CyJTscfuq4P/
Proud Colors,cuproudcolors,ok,2026-02-08,2026-02-08T22:13:16+00:00,6,2,0,cuproudcolors,1,Please join us in the Stephen Donaldson Lounge on Tuesday (2/10) at 8pm for our annual Black History Month dinner! You must RSVP as capacity is limited. The link is on our story! No comments yet. Start the conversation. 6 2 February 8 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk De,0,https://www.instagram.com/p/DUg2WLPitGu/
Proud Colors,cuproudcolors,ok,2024-04-04,2024-04-04T22:23:59+00:00,14,0,0,"cuproudcolors, Edited",2,"Wassup Fruity F***s...Proud Colors will be having our first Zest Fest this Friday Afternoon! 1:30pm! We'll have games, kickball, a squirting contest...and plenty of Zest! We hope to see you there No comments yet. Start the conversation. 14 April 3, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afri",0,https://www.instagram.com/p/C5UUADEuSRn/
Proud Colors,cuproudcolors,ok,2026-02-02,2026-02-02T22:11:44+00:00,8,0,0,cuproudcolors,1,Welcome back to Proud Colors! We’ll be meeting tomorrow in the SDL at 9pm for a night of games and decompressing!!! No comments yet. Start the conversation. 8 February 2 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارس,0,https://www.instagram.com/p/DURZPSsDspk/
Proud Colors,cuproudcolors,ok,2024-02-13,2024-02-13T23:53:54+00:00,57,0,0,"cuproudcolors, qhousecu",2,"Quench is back! Quench is a LGBTQ@Columbia program series that combines Queer & Trans Community discussion, social justice topics, and of course, free lunch! In this month’s Quench, we will delve into the critical topic of Queer ‘Pink-Washing,’ exploring how the guise of Queer allyship is used as a marketing and branding strategy by big corporations and political entities. Join us for this timely and thought-provoking discussion that goe",0,https://www.instagram.com/p/C3TowrEupJO/
Proud Colors,cuproudcolors,ok,2023-10-24,2023-10-24T18:14:22+00:00,19,0,0,"cuproudcolors, Schapiro, Hall",3,"Join us for a spooky movie night in the SDL! We've have pizza and sweets! Bring a friend! Spooky fits encouraged but not required. See u there! No comments yet. Start the conversation. 19 October 24, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά",0,https://www.instagram.com/p/Cyyo3yWuaAz/
Proud Colors,cuproudcolors,ok,2023-10-17,2023-10-17T23:02:36+00:00,7,0,0,cuproudcolors,1,"COME JOIN US for Mafia game night this week in @9pm in the SDL. We'll have snacks and good vibes. See u there:) No comments yet. Start the conversation. 7 October 17, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español",0,https://www.instagram.com/p/CyhISwauegl/
Proud Colors,cuproudcolors,ok,2026-04-06,2026-04-06T02:45:39+00:00,,,,cuproudcolors,1,Are you looking to make a change on Columbia’s campus? Join the Proud Colors board! We’re looking for new faces that want to help create community for Queer and Trans BIPOC students. Applications close on April 19th at 11:58. Application Link is in the bio! No comments yet. Start the conversation. 8 3 4 days ago More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact,0,https://www.instagram.com/p/DWxcNf3jv4X/
Proud Colors,cuproudcolors,ok,2023-11-21,2023-11-21T23:25:50+00:00,12,0,0,"cuproudcolors, Schapiro, Hall",3,"it's gonna be a cold and rainy night, but come bring in the break with board games tonight @9 in the sdl (snacks on us) can't wait to see you there. No comments yet. Start the conversation. 12 November 21, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch Ελ",0,https://www.instagram.com/p/Cz7SxoSOPgm/
Proud Colors,cuproudcolors,ok,2024-10-14,2024-10-14T22:12:12+00:00,16,0,0,cuproudcolors,1,"Hey sexy ppl! Come on down to Proud Colors tomorrow at 9 as we host a chill-study break. We know midterms is a hassle so we want you to come relax and Kiki with us!🍂🍁🍃 No comments yet. Start the conversation. 16 October 14, 2024 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-Users Meta Verified English Afrikaans العربية Čeština Dansk Deutsch",0,https://www.instagram.com/p/DBHvFSeO8Fv/
Proud Colors,cuproudcolors,ok,2023-11-27,2023-11-27T18:12:48+00:00,12,0,0,"cublacktheatre, cuproudcolors, Schapiro, Hall",4,"Calling all thespians! Join us as we collab with @cublacktheatre this week and host an improv night! This is gonna be fun! We'll have snacks per usual! Tuesday night @9 in the SDL. Hope to see you there! No comments yet. Start the conversation. 12 November 27, 2023 More posts from cuproudcolors Meta About Blog Jobs Help API Privacy Consumer Health Privacy Terms Locations Instagram Lite Meta AI Threads Contact Uploading & Non-",0,https://www.instagram.com/p/C0KLuGUuzVF/
